CUSTOMER_ID,CUSTOMER_TYPE,COUNTRY,EMAIL
CUS0000001,STANDARD,US,
CUS0000002,STANDARD,IN,
CUS0000003,STANDARD,US,
CUS0000004,STANDARD,US,B9M80O2RAK1VRJNVGFYGWWQC38
CUS0000005,STANDARD,FR,XMECOSFOGYR3XKXWNRE
CUS0000006,STANDARD,IN,
CUS0000007,STANDARD,FR,9OUDOCUZRENUN5Z3JQIP98Q1ZXOI65
CUS0000008,STANDARD,US,
CUS0000009,STANDARD,IN,
CUS0000010,STANDARD,US,37Q9AH8RVHS1K3AQ6L6GT6MJXK87A
CUS0000011,STANDARD,FR,TPDPFF5E8II49KQ71N8MT
CUS0000012,STANDARD,DE,
CUS0000013,STANDARD,US,VB9OOAEDOECV
CUS0000014,STANDARD,IN,N8I4P40MGG1W103DGDZVGPMM8
CUS0000015,STANDARD,FR,PE29GD8AFPK054NZDKYAYQ3S
CUS0000016,STANDARD,FR,ND8DUDD467KD6FLEEPZ
CUS0000017,STANDARD,IN,
CUS0000018,STANDARD,US,
CUS0000019,STANDARD,DE,
CUS0000020,STANDARD,DE,IT3UEA3GE8N6QIWEPXSK28
CUS0000021,PREMIUM,US,
CUS0000022,STANDARD,US,
CUS0000023,STANDARD,US,
CUS0000024,PREMIUM,IN,NVNQ65QDF1RCAVIQK2919AHEJ8CX9
CUS0000025,STANDARD,IN,CWNPGW90JPKL0BLV0PRKG
CUS0000026,STANDARD,US,
CUS0000027,STANDARD,FR,OBMZVRERW6Z8VBHQL
CUS0000028,STANDARD,DE,1WU16HYMQC1A78MX1EVUHT6T0UZS9
CUS0000029,STANDARD,FR,
CUS0000030,STANDARD,IN,
CUS0000031,STANDARD,US,1U322N64KFS6VFPT
CUS0000032,STANDARD,IN,P4E30MY5ZPJ
CUS0000033,STANDARD,US,
CUS0000034,PREMIUM,US,
CUS0000035,STANDARD,FR,H3I379U26192K42QP
CUS0000036,PREMIUM,DE,
CUS0000037,STANDARD,IN,SPRVU8FIJOYJ
CUS0000038,PREMIUM,US,
CUS0000039,STANDARD,FR,
CUS0000040,STANDARD,FR,BY4AWTY088O5OR15BYVZK3I8BZBF
CUS0000041,STANDARD,IN,
CUS0000042,STANDARD,DE,3UVYR0QF4B8DWOEC
CUS0000043,PREMIUM,IN,JPI4HN3QXK
CUS0000044,STANDARD,US,
CUS0000045,STANDARD,DE,TYZMEPGTHC
CUS0000046,STANDARD,FR,
CUS0000047,STANDARD,DE,5G1X3J1L7R8431RUPFR2P3Y
CUS0000048,STANDARD,FR,
CUS0000049,STANDARD,IN,VRR9A7MFP059P452BF
CUS0000050,STANDARD,FR,
CUS0000051,STANDARD,DE,
CUS0000052,STANDARD,FR,
CUS0000053,STANDARD,DE,
CUS0000054,STANDARD,DE,UH8LMN4R7SGMSOXL
CUS0000055,STANDARD,IN,9SI5GAS442V
CUS0000056,STANDARD,US,HEZ5EDJJTFPH90O7Y22T1TDGN
CUS0000057,STANDARD,DE,
CUS0000058,STANDARD,IN,
CUS0000059,STANDARD,FR,
CUS0000060,STANDARD,DE,S3EOQM1H8OJRJEDKTS2
CUS0000061,STANDARD,DE,
CUS0000062,PREMIUM,FR,
CUS0000063,STANDARD,FR,
CUS0000064,STANDARD,US,BRCL472RL15F4W0VUGKV05SZ9C3F
CUS0000065,STANDARD,DE,6A830DM7X52DNR9IS25HBP
CUS0000066,PREMIUM,DE,
CUS0000067,STANDARD,US,3HJ5S6R044P39
CUS0000068,STANDARD,IN,
CUS0000069,STANDARD,IN,
CUS0000070,STANDARD,FR,RAST5J284WV98Y3UMPYO0CU4YY
CUS0000071,PREMIUM,IN,
CUS0000072,STANDARD,DE,
CUS0000073,PREMIUM,FR,AJ0JE4QVZFV8YU58CEPSOF1G
CUS0000074,PREMIUM,US,
CUS0000075,STANDARD,US,SWX1JP70LKL
CUS0000076,STANDARD,FR,
CUS0000077,STANDARD,IN,Q3QA3S8KE2WT1Q3TMY4GPYWSSBZRAD
CUS0000078,PREMIUM,FR,
CUS0000079,PREMIUM,IN,
CUS0000080,STANDARD,IN,
CUS0000081,STANDARD,IN,
CUS0000082,PREMIUM,US,CXIFSU0LMI8X76RKQ4SVH3EJ
CUS0000083,PREMIUM,IN,
CUS0000084,PREMIUM,FR,
CUS0000085,PREMIUM,DE,AQ8H3XQYXGO4B9UOE3T0HI
CUS0000086,STANDARD,US,HGP8IY3X80J0G50RCXN22PXGX
CUS0000087,STANDARD,DE,MH3FNBDVPINE9NNOVJ
CUS0000088,PREMIUM,US,I8QLHBIAWPUBLQ
CUS0000089,STANDARD,FR,
CUS0000090,PREMIUM,FR,
CUS0000091,STANDARD,US,
CUS0000092,STANDARD,US,
CUS0000093,PREMIUM,DE,
CUS0000094,PREMIUM,US,
CUS0000095,PREMIUM,FR,
CUS0000096,STANDARD,FR,UJEIR9UY7S36
CUS0000097,STANDARD,US,
CUS0000098,STANDARD,IN,
CUS0000099,PREMIUM,FR,Z0GU1UQXJ4EFFF1GXI9D99VH
CUS0000100,STANDARD,FR,
